# audited Stellar commit
bd0f4540b2496a57314e4e29bc6fcf8ff691b60f
# audited Xaman commit
01e2538b08efa2c960233911fad02633f31ce6cd
area	path	classification	stellar_blob	xaman_blob	evidence	handling
local-assets	ios/Xaman/Images.xcassets/AppIcon.appiconset/60_appicon-darkmode.png	Stellar modified derivative	92062fb08048016a7b9e3410ec0e470436df2d1e	a27ee93396f3bffc4f5bc6f77bb640e09dca7058	same path exists in audited Xaman commit with different blob	clean-room behavior rewrite; direct migration requires approval record
local-assets	ios/Xaman/Images.xcassets/AppIcon.appiconset/60_appicon-tinted.png	Stellar modified derivative	92062fb08048016a7b9e3410ec0e470436df2d1e	12485acbf93a7e7e2db8b9cdcdf73be7cee4eea8	same path exists in audited Xaman commit with different blob	clean-room behavior rewrite; direct migration requires approval record
local-assets	ios/Xaman/Images.xcassets/AppIcon.appiconset/76_appicon-darkmode.png	Stellar modified derivative	69ef64d2768517c8092490415d8165c8a8ffe705	f224372fbdfc30e00916fa67352b35b40562bad5	same path exists in audited Xaman commit with different blob	clean-room behavior rewrite; direct migration requires approval record
local-assets	ios/Xaman/Images.xcassets/AppIcon.appiconset/76_appicon-tinted.png	Stellar modified derivative	69ef64d2768517c8092490415d8165c8a8ffe705	a077ac1ac9bf5d024ae794bb8e884cc6b128208b	same path exists in audited Xaman commit with different blob	clean-room behavior rewrite; direct migration requires approval record
local-assets	ios/Xaman/Images.xcassets/AppIcon.appiconset/80_appicon-darkmode.png	Stellar modified derivative	5b8b7b781e5a00ee0cf1cfb39797edee129773d5	4ff8dc6c52de4f6fefa603a8c489de4894e15d5a	same path exists in audited Xaman commit with different blob	clean-room behavior rewrite; direct migration requires approval record
local-assets	ios/Xaman/Images.xcassets/AppIcon.appiconset/80_appicon-tinted.png	Stellar modified derivative	5b8b7b781e5a00ee0cf1cfb39797edee129773d5	a3d8c5811d065e127305e53076c242a9aeae47e5	same path exists in audited Xaman commit with different blob	clean-room behavior rewrite; direct migration requires approval record
local-assets	ios/Xaman/Images.xcassets/AppIcon.appiconset/87_appicon-darkmode.png	Stellar modified derivative	55bf75de86dbb7b814de87f8b160f44547dc19e1	f4b5a8aa63b9cd62d6f7b8505d0f2dfc703fb63c	same path exists in audited Xaman commit with different blob	clean-room behavior rewrite; direct migration requires approval record
local-assets	ios/Xaman/Images.xcassets/AppIcon.appiconset/87_appicon-tinted.png	Stellar modified derivative	55bf75de86dbb7b814de87f8b160f44547dc19e1	3ea984055ac84a31cb6040023a7aac87b1340502	same path exists in audited Xaman commit with different blob	clean-room behavior rewrite; direct migration requires approval record
local-assets	ios/Xaman/Images.xcassets/AppIcon.appiconset/AppIcon-1024.png	Stellar modified derivative	bdeccb60d54a374b65fff22aa3ae250074918077	ce226723f09d4256db0f3e4013cd7bda98314e29	same path exists in audited Xaman commit with different blob	clean-room behavior rewrite; direct migration requires approval record
local-assets	ios/Xaman/Images.xcassets/AppIcon.appiconset/AppIcon-20@2x.png	Stellar modified derivative	64019275029203b9ebf732f8a2ea2b9b4ea02666	8c63d9e0279def24549a96bef84d6841ad4b8043	same path exists in audited Xaman commit with different blob	clean-room behavior rewrite; direct migration requires approval record
local-assets	ios/Xaman/Images.xcassets/AppIcon.appiconset/AppIcon-20@3x.png	Stellar modified derivative	92062fb08048016a7b9e3410ec0e470436df2d1e	a857be82cf6bdc5410992b92f7cd8da65345e78f	same path exists in audited Xaman commit with different blob	clean-room behavior rewrite; direct migration requires approval record
local-assets	ios/Xaman/Images.xcassets/AppIcon.appiconset/AppIcon-29@2x.png	Stellar modified derivative	da720dcecd3d1c3aaa654d5a01fc2c093203e4b7	9f1890d8101de393f2c034d484ec7ae522508785	same path exists in audited Xaman commit with different blob	clean-room behavior rewrite; direct migration requires approval record
local-assets	ios/Xaman/Images.xcassets/AppIcon.appiconset/AppIcon-29@3x.png	Stellar modified derivative	55bf75de86dbb7b814de87f8b160f44547dc19e1	346b1b0149f1965115ae61f79e166610ca936667	same path exists in audited Xaman commit with different blob	clean-room behavior rewrite; direct migration requires approval record
local-assets	ios/Xaman/Images.xcassets/AppIcon.appiconset/AppIcon-40@2x.png	Stellar modified derivative	5b8b7b781e5a00ee0cf1cfb39797edee129773d5	d55165759fff04e81d75c9ab3c486e3af5609213	same path exists in audited Xaman commit with different blob	clean-room behavior rewrite; direct migration requires approval record
local-assets	ios/Xaman/Images.xcassets/AppIcon.appiconset/AppIcon-40@3x 1.png	Stellar modified derivative	e446f3d036b168e3c42dc44de49e653efeddbbf5	5aa947a2004429fe6c718672a6ee03349be8c5ac	same path exists in audited Xaman commit with different blob	clean-room behavior rewrite; direct migration requires approval record
local-assets	ios/Xaman/Images.xcassets/AppIcon.appiconset/AppIcon-40@3x.png	Stellar modified derivative	e446f3d036b168e3c42dc44de49e653efeddbbf5	5aa947a2004429fe6c718672a6ee03349be8c5ac	same path exists in audited Xaman commit with different blob	clean-room behavior rewrite; direct migration requires approval record
local-assets	ios/Xaman/Images.xcassets/AppIcon.appiconset/AppIcon-60@3x.png	Stellar modified derivative	2dfbcac0dff31bc8de142d378fc5bb53f32abea3	84298b2aff8e8752f6a3264c8f82a187d88d04e3	same path exists in audited Xaman commit with different blob	clean-room behavior rewrite; direct migration requires approval record
local-assets	ios/Xaman/Images.xcassets/AppIcon.appiconset/AppIcon-76.png	Stellar modified derivative	69ef64d2768517c8092490415d8165c8a8ffe705	a3fbdde350f6b8dd070bc39587ca68d30a951f19	same path exists in audited Xaman commit with different blob	clean-room behavior rewrite; direct migration requires approval record
local-assets	ios/Xaman/Images.xcassets/AppIcon.appiconset/appicon-darkmode.png	Stellar modified derivative	bdeccb60d54a374b65fff22aa3ae250074918077	c6488fc73c8e7ef2ab782263947319a432e4f436	same path exists in audited Xaman commit with different blob	clean-room behavior rewrite; direct migration requires approval record
local-assets	ios/Xaman/Images.xcassets/AppIcon.appiconset/appicon-tinted.png	Stellar modified derivative	bdeccb60d54a374b65fff22aa3ae250074918077	6a50cebc1fcd2e029e1a734fcd6cfa3fb26f8e64	same path exists in audited Xaman commit with different blob	clean-room behavior rewrite; direct migration requires approval record
local-assets	ios/Xaman/Images.xcassets/Graphics/BackgroundPattern.imageset/Contents.json	Xaman inherited	dbe538c0035eccacd980f33591aad6cee5eb9255	dbe538c0035eccacd980f33591aad6cee5eb9255	same path and same blob at audited commits	clean-room behavior rewrite; direct migration requires approval record
local-assets	ios/Xaman/Images.xcassets/Graphics/BackgroundPattern.imageset/onboarding-bg-darkmode@1x.png	Xaman inherited	356f8f87d7bd71945dae2a0e2ffead3b7d1138d3	356f8f87d7bd71945dae2a0e2ffead3b7d1138d3	same path and same blob at audited commits	clean-room behavior rewrite; direct migration requires approval record
local-assets	ios/Xaman/Images.xcassets/Graphics/BackgroundPattern.imageset/onboarding-bg-darkmode@2x.png	Xaman inherited	9ee03b6dcf12d042c6ac8ded15dc7ee21695d8a9	9ee03b6dcf12d042c6ac8ded15dc7ee21695d8a9	same path and same blob at audited commits	clean-room behavior rewrite; direct migration requires approval record
local-assets	ios/Xaman/Images.xcassets/Graphics/BackgroundPattern.imageset/onboarding-bg-darkmode@3x.png	Xaman inherited	c428d8f1cffe1c70fadf0182971e09b87a390260	c428d8f1cffe1c70fadf0182971e09b87a390260	same path and same blob at audited commits	clean-room behavior rewrite; direct migration requires approval record
local-assets	ios/Xaman/Images.xcassets/Graphics/BackgroundPatternLight.imageset/Contents.json	Xaman inherited	8a6592a9060de89b23eb31bd8eabb060d48d235e	8a6592a9060de89b23eb31bd8eabb060d48d235e	same path and same blob at audited commits	clean-room behavior rewrite; direct migration requires approval record
local-assets	ios/Xaman/Images.xcassets/Graphics/BackgroundPatternLight.imageset/onboarding-bg-lightmode@1x.png	Xaman inherited	38417d39164951544b3e5ef75b5557449be6b915	38417d39164951544b3e5ef75b5557449be6b915	same path and same blob at audited commits	clean-room behavior rewrite; direct migration requires approval record
local-assets	ios/Xaman/Images.xcassets/Graphics/BackgroundPatternLight.imageset/onboarding-bg-lightmode@2x.png	Xaman inherited	d8003935d8fc02760cd604670c5603f3a3b6c360	d8003935d8fc02760cd604670c5603f3a3b6c360	same path and same blob at audited commits	clean-room behavior rewrite; direct migration requires approval record
local-assets	ios/Xaman/Images.xcassets/Graphics/BackgroundPatternLight.imageset/onboarding-bg-lightmode@3x.png	Xaman inherited	3a44cebb02702c1961722b6087d2dc4e90abdff6	3a44cebb02702c1961722b6087d2dc4e90abdff6	same path and same blob at audited commits	clean-room behavior rewrite; direct migration requires approval record
local-assets	ios/Xaman/Images.xcassets/Graphics/BackgroundShapes.imageset/Contents.json	Xaman inherited	dbe538c0035eccacd980f33591aad6cee5eb9255	dbe538c0035eccacd980f33591aad6cee5eb9255	same path and same blob at audited commits	clean-room behavior rewrite; direct migration requires approval record
local-assets	ios/Xaman/Images.xcassets/Graphics/BackgroundShapes.imageset/onboarding-bg-darkmode@1x.png	Xaman inherited	356f8f87d7bd71945dae2a0e2ffead3b7d1138d3	356f8f87d7bd71945dae2a0e2ffead3b7d1138d3	same path and same blob at audited commits	clean-room behavior rewrite; direct migration requires approval record
local-assets	ios/Xaman/Images.xcassets/Graphics/BackgroundShapes.imageset/onboarding-bg-darkmode@2x.png	Xaman inherited	9ee03b6dcf12d042c6ac8ded15dc7ee21695d8a9	9ee03b6dcf12d042c6ac8ded15dc7ee21695d8a9	same path and same blob at audited commits	clean-room behavior rewrite; direct migration requires approval record
local-assets	ios/Xaman/Images.xcassets/Graphics/BackgroundShapes.imageset/onboarding-bg-darkmode@3x.png	Xaman inherited	c428d8f1cffe1c70fadf0182971e09b87a390260	c428d8f1cffe1c70fadf0182971e09b87a390260	same path and same blob at audited commits	clean-room behavior rewrite; direct migration requires approval record
local-assets	ios/Xaman/Images.xcassets/Graphics/BackgroundShapesLight.imageset/Contents.json	Xaman inherited	8a6592a9060de89b23eb31bd8eabb060d48d235e	8a6592a9060de89b23eb31bd8eabb060d48d235e	same path and same blob at audited commits	clean-room behavior rewrite; direct migration requires approval record
local-assets	ios/Xaman/Images.xcassets/Graphics/BackgroundShapesLight.imageset/onboarding-bg-lightmode@1x.png	Xaman inherited	38417d39164951544b3e5ef75b5557449be6b915	38417d39164951544b3e5ef75b5557449be6b915	same path and same blob at audited commits	clean-room behavior rewrite; direct migration requires approval record
local-assets	ios/Xaman/Images.xcassets/Graphics/BackgroundShapesLight.imageset/onboarding-bg-lightmode@2x.png	Xaman inherited	d8003935d8fc02760cd604670c5603f3a3b6c360	d8003935d8fc02760cd604670c5603f3a3b6c360	same path and same blob at audited commits	clean-room behavior rewrite; direct migration requires approval record
local-assets	ios/Xaman/Images.xcassets/Graphics/BackgroundShapesLight.imageset/onboarding-bg-lightmode@3x.png	Xaman inherited	3a44cebb02702c1961722b6087d2dc4e90abdff6	3a44cebb02702c1961722b6087d2dc4e90abdff6	same path and same blob at audited commits	clean-room behavior rewrite; direct migration requires approval record
local-assets	ios/Xaman/Images.xcassets/Graphics/BootSplash.imageset/Contents.json	Xaman inherited	6f8d38da6da2a791a9fb5cd237db4dc16e41957f	6f8d38da6da2a791a9fb5cd237db4dc16e41957f	same path and same blob at audited commits	clean-room behavior rewrite; direct migration requires approval record
local-assets	ios/Xaman/Images.xcassets/Graphics/BootSplash.imageset/splash-bg.png	Xaman inherited	45c6fd7a5807531385ea98ebe51cce69ef947292	45c6fd7a5807531385ea98ebe51cce69ef947292	same path and same blob at audited commits	clean-room behavior rewrite; direct migration requires approval record
local-assets	ios/Xaman/Images.xcassets/Graphics/BootSplash.imageset/splash-bg@2x.png	Xaman inherited	19a97efe310d0143e307407a2ed4e50af30b52f7	19a97efe310d0143e307407a2ed4e50af30b52f7	same path and same blob at audited commits	clean-room behavior rewrite; direct migration requires approval record
local-assets	ios/Xaman/Images.xcassets/Graphics/BootSplash.imageset/splash-bg@3x.png	Xaman inherited	16179b5a5c800f28d55c5adee29ae6786c9f0239	16179b5a5c800f28d55c5adee29ae6786c9f0239	same path and same blob at audited commits	clean-room behavior rewrite; direct migration requires approval record
local-assets	ios/Xaman/Images.xcassets/Graphics/FormerlyLogo.imageset/Contents.json	Xaman inherited	b54d4d9a0ae4cc50fce1aa7d570bd299f6920a2e	b54d4d9a0ae4cc50fce1aa7d570bd299f6920a2e	same path and same blob at audited commits	clean-room behavior rewrite; direct migration requires approval record
local-assets	ios/Xaman/Images.xcassets/Graphics/FormerlyLogo.imageset/logo.png	Stellar modified derivative	5366a22f160b905b6d7e972db47f5b436ff74056	d578dfbd7d5975ff2d618d53b38639fb384a4b6b	same path exists in audited Xaman commit with different blob	clean-room behavior rewrite; direct migration requires approval record
local-assets	ios/Xaman/Images.xcassets/Graphics/FormerlyLogo.imageset/logo@2x.png	Stellar modified derivative	1f6ad8b5fcd2191abf490d877e52d33363c4ac42	adcf8222fea8d431385abac7edf79df4fa1e8f8c	same path exists in audited Xaman commit with different blob	clean-room behavior rewrite; direct migration requires approval record
local-assets	ios/Xaman/Images.xcassets/Graphics/FormerlyLogo.imageset/logo@3x.png	Stellar modified derivative	1cb60f45a4b2d420e69d89ef2824b41f9e39e4db	daa18e8a8a59961d320979db03bd49be0b34e7e1	same path exists in audited Xaman commit with different blob	clean-room behavior rewrite; direct migration requires approval record
local-assets	ios/Xaman/Images.xcassets/Graphics/ImageAddAccount.imageset/Contents.json	Xaman inherited	0ee378778bd255fb97d28683b0022416c358cc2a	0ee378778bd255fb97d28683b0022416c358cc2a	same path and same blob at audited commits	clean-room behavior rewrite; direct migration requires approval record
local-assets	ios/Xaman/Images.xcassets/Graphics/ImageAddAccount.imageset/icon-addaccount.png	Stellar modified derivative	f387b5863a9643dfb90d5c3cfeaac66a582f1365	8773db95db80eb647df9b040f0ca5bb34d78b115	same path exists in audited Xaman commit with different blob	clean-room behavior rewrite; direct migration requires approval record
local-assets	ios/Xaman/Images.xcassets/Graphics/ImageAddAccount.imageset/icon-addaccount@2x.png	Stellar modified derivative	138100fdfd5e2ee2064a51fe5e86a119bb74a019	40eb00d2facd5d156a4a340fa474c0350f6dbdac	same path exists in audited Xaman commit with different blob	clean-room behavior rewrite; direct migration requires approval record
local-assets	ios/Xaman/Images.xcassets/Graphics/ImageAddAccount.imageset/icon-addaccount@3x.png	Stellar modified derivative	43ad06c77e624962d0fb132bb60490ea61e00e57	e870840c55faf91272830431fe2eec7370a10e74	same path exists in audited Xaman commit with different blob	clean-room behavior rewrite; direct migration requires approval record
local-assets	ios/Xaman/Images.xcassets/Graphics/ImageAddAccountLight.imageset/Contents.json	Xaman inherited	ac0111f960e0dcf76bb3f116fcebdf43121e5c10	ac0111f960e0dcf76bb3f116fcebdf43121e5c10	same path and same blob at audited commits	clean-room behavior rewrite; direct migration requires approval record
local-assets	ios/Xaman/Images.xcassets/Graphics/ImageAddAccountLight.imageset/image_add_account_light.png	Stellar modified derivative	cf620e34f4ebb2d3963e04401ad5ec34b7252b37	8773db95db80eb647df9b040f0ca5bb34d78b115	same path exists in audited Xaman commit with different blob	clean-room behavior rewrite; direct migration requires approval record
local-assets	ios/Xaman/Images.xcassets/Graphics/ImageAddAccountLight.imageset/image_add_account_light@2x.png	Stellar modified derivative	648575475316e013bf34203efe976b5dcd6e101a	40eb00d2facd5d156a4a340fa474c0350f6dbdac	same path exists in audited Xaman commit with different blob	clean-room behavior rewrite; direct migration requires approval record
local-assets	ios/Xaman/Images.xcassets/Graphics/ImageAddAccountLight.imageset/image_add_account_light@3x.png	Stellar modified derivative	73470dab9ec716f2bf4f2068f75baae0e865ade0	e870840c55faf91272830431fe2eec7370a10e74	same path exists in audited Xaman commit with different blob	clean-room behavior rewrite; direct migration requires approval record
local-assets	ios/Xaman/Images.xcassets/Graphics/ImageArrowUp.imageset/Contents.json	Xaman inherited	a239ac02129ce469d221b4752b2e55652089e1c6	a239ac02129ce469d221b4752b2e55652089e1c6	same path and same blob at audited commits	clean-room behavior rewrite; direct migration requires approval record
local-assets	ios/Xaman/Images.xcassets/Graphics/ImageArrowUp.imageset/image_arrow_up@1x.png	Xaman inherited	88bb2ee6fe6c209514a01e66ec5411dcb11cab8f	88bb2ee6fe6c209514a01e66ec5411dcb11cab8f	same path and same blob at audited commits	clean-room behavior rewrite; direct migration requires approval record
local-assets	ios/Xaman/Images.xcassets/Graphics/ImageArrowUp.imageset/image_arrow_up@2x.png	Xaman inherited	711be82af73968d8097a7aa6dfa21e1200d7a953	711be82af73968d8097a7aa6dfa21e1200d7a953	same path and same blob at audited commits	clean-room behavior rewrite; direct migration requires approval record
local-assets	ios/Xaman/Images.xcassets/Graphics/ImageArrowUp.imageset/image_arrow_up@3x.png	Xaman inherited	fce0a10143ca5eab7a72509754080e925b5582c9	fce0a10143ca5eab7a72509754080e925b5582c9	same path and same blob at audited commits	clean-room behavior rewrite; direct migration requires approval record
local-assets	ios/Xaman/Images.xcassets/Graphics/ImageBiometric.imageset/Contents.json	Xaman inherited	ad4c0af6a29664cfbce9eb04bd1dd20c71992609	ad4c0af6a29664cfbce9eb04bd1dd20c71992609	same path and same blob at audited commits	clean-room behavior rewrite; direct migration requires approval record
local-assets	ios/Xaman/Images.xcassets/Graphics/ImageBiometric.imageset/fingerprint@1x.png	Xaman inherited	22ae2b59116564ba8a6dd084efd4453f6218a1bf	22ae2b59116564ba8a6dd084efd4453f6218a1bf	same path and same blob at audited commits	clean-room behavior rewrite; direct migration requires approval record
local-assets	ios/Xaman/Images.xcassets/Graphics/ImageBiometric.imageset/fingerprint@2x.png	Xaman inherited	311ef3d570e6232a83da98dc7028a9871509d44a	311ef3d570e6232a83da98dc7028a9871509d44a	same path and same blob at audited commits	clean-room behavior rewrite; direct migration requires approval record
local-assets	ios/Xaman/Images.xcassets/Graphics/ImageBiometric.imageset/fingerprint@3x.png	Xaman inherited	08ec470dd3a5d91d767dfba6899c474961f89732	08ec470dd3a5d91d767dfba6899c474961f89732	same path and same blob at audited commits	clean-room behavior rewrite; direct migration requires approval record
local-assets	ios/Xaman/Images.xcassets/Graphics/ImageBlankNFT.imageset/Contents.json	Xaman inherited	e1e4ca2e3977e912b0d855762a573a7f2a880896	e1e4ca2e3977e912b0d855762a573a7f2a880896	same path and same blob at audited commits	clean-room behavior rewrite; direct migration requires approval record
local-assets	ios/Xaman/Images.xcassets/Graphics/ImageBlankNFT.imageset/image_blank_nft@1x.png	Xaman inherited	3e689bba2e5e548514e253156ec03fd8259ed528	3e689bba2e5e548514e253156ec03fd8259ed528	same path and same blob at audited commits	clean-room behavior rewrite; direct migration requires approval record
local-assets	ios/Xaman/Images.xcassets/Graphics/ImageBlankNFT.imageset/image_blank_nft@2x.png	Xaman inherited	d612788a4c3df762440c3ab3ca670a406a163627	d612788a4c3df762440c3ab3ca670a406a163627	same path and same blob at audited commits	clean-room behavior rewrite; direct migration requires approval record
local-assets	ios/Xaman/Images.xcassets/Graphics/ImageBlankNFT.imageset/image_blank_nft@3x.png	Xaman inherited	55e7b6034a0fbaaa14bf44e5226c276032fa8d81	55e7b6034a0fbaaa14bf44e5226c276032fa8d81	same path and same blob at audited commits	clean-room behavior rewrite; direct migration requires approval record
local-assets	ios/Xaman/Images.xcassets/Graphics/ImageBlankNFTLight.imageset/Contents.json	Xaman inherited	90e53902b13f69101c523dd1735529875b2053d2	90e53902b13f69101c523dd1735529875b2053d2	same path and same blob at audited commits	clean-room behavior rewrite; direct migration requires approval record
local-assets	ios/Xaman/Images.xcassets/Graphics/ImageBlankNFTLight.imageset/image_blank_nft_light@1x.png	Xaman inherited	7c9f9a346491cf3ea9206673bf090ea93dcbd0ad	7c9f9a346491cf3ea9206673bf090ea93dcbd0ad	same path and same blob at audited commits	clean-room behavior rewrite; direct migration requires approval record
local-assets	ios/Xaman/Images.xcassets/Graphics/ImageBlankNFTLight.imageset/image_blank_nft_light@2x.png	Xaman inherited	8d54f1cf4f8f3aa6929a40f4d332162020cf8304	8d54f1cf4f8f3aa6929a40f4d332162020cf8304	same path and same blob at audited commits	clean-room behavior rewrite; direct migration requires approval record
local-assets	ios/Xaman/Images.xcassets/Graphics/ImageBlankNFTLight.imageset/image_blank_nft_light@3x.png	Xaman inherited	2207c0a775726dd669cb9068de7e4cef63b80813	2207c0a775726dd669cb9068de7e4cef63b80813	same path and same blob at audited commits	clean-room behavior rewrite; direct migration requires approval record
local-assets	ios/Xaman/Images.xcassets/Graphics/ImageCloudAlert.imageset/cloud_alert.png	Stellar modified derivative	d945e16a7bf3279750f1014cb90d4a8a4238261c	826aaaa8efe4e9e4d260e11d4a75d2d3cbc36ff8	same path exists in audited Xaman commit with different blob	clean-room behavior rewrite; direct migration requires approval record
local-assets	ios/Xaman/Images.xcassets/Graphics/ImageCloudAlert.imageset/cloud_alert@2x.png	Stellar modified derivative	a117a105fe9fbca14d703572a093549c8febf56e	88b4beb0eb36217c76dd1d223890dd72bd617902	same path exists in audited Xaman commit with different blob	clean-room behavior rewrite; direct migration requires approval record
local-assets	ios/Xaman/Images.xcassets/Graphics/ImageCloudAlert.imageset/cloud_alert@3x.png	Stellar modified derivative	a552d073113f3d6d69514f1cf28899406789413e	e91c1633f13dc92e78514e8d2d075023e3295275	same path exists in audited Xaman commit with different blob	clean-room behavior rewrite; direct migration requires approval record
local-assets	ios/Xaman/Images.xcassets/Graphics/ImageCloudAlert.imageset/Contents.json	Xaman inherited	82c85d9be936a38d7a020a4fa74f3f5ffd1780e8	82c85d9be936a38d7a020a4fa74f3f5ffd1780e8	same path and same blob at audited commits	clean-room behavior rewrite; direct migration requires approval record
local-assets	ios/Xaman/Images.xcassets/Graphics/ImageCloudAlertLight.imageset/Contents.json	Xaman inherited	9310abd43ff11205c89399f61049353cfcf0bcca	9310abd43ff11205c89399f61049353cfcf0bcca	same path and same blob at audited commits	clean-room behavior rewrite; direct migration requires approval record
local-assets	ios/Xaman/Images.xcassets/Graphics/ImageCloudAlertLight.imageset/image_cloud_alert_light.png	Stellar modified derivative	8408077cea6507f78e4e5423cbde806702d41584	3dda269c7071ffe747b217fafc35652d8b769ef6	same path exists in audited Xaman commit with different blob	clean-room behavior rewrite; direct migration requires approval record
local-assets	ios/Xaman/Images.xcassets/Graphics/ImageCloudAlertLight.imageset/image_cloud_alert_light@2x.png	Stellar modified derivative	d95671a719f8546fe071416325f6281f449a50d6	60bcb5f1ff8fe5ec959135793438e1bc3f980b12	same path exists in audited Xaman commit with different blob	clean-room behavior rewrite; direct migration requires approval record
local-assets	ios/Xaman/Images.xcassets/Graphics/ImageCloudAlertLight.imageset/image_cloud_alert_light@3x.png	Stellar modified derivative	1128fd703201d86b818139c011c77456a0561b28	68c0700c1a4016021f58b6e6a89322c531c94d91	same path exists in audited Xaman commit with different blob	clean-room behavior rewrite; direct migration requires approval record
local-assets	ios/Xaman/Images.xcassets/Graphics/ImageCoinWallet.imageset/Contents.json	Xaman inherited	59cb9eda195fdda2ae14cb345edbd5adf6cd2f6d	59cb9eda195fdda2ae14cb345edbd5adf6cd2f6d	same path and same blob at audited commits	clean-room behavior rewrite; direct migration requires approval record
local-assets	ios/Xaman/Images.xcassets/Graphics/ImageCoinWallet.imageset/ImageCoinWallet.png	Stellar modified derivative	76b6577814b3b3bee33fadf24d0f4e86c1285556	02d0b33ce3a00cef4c55fdb50587de434e4eaa2a	same path exists in audited Xaman commit with different blob	clean-room behavior rewrite; direct migration requires approval record
local-assets	ios/Xaman/Images.xcassets/Graphics/ImageCoinWallet.imageset/ImageCoinWallet@2x.png	Stellar modified derivative	024665be8fc387490ac9982a9765cf41f1b30391	bb9260c0e595ec324377e5c3b20f445e3d7b3d72	same path exists in audited Xaman commit with different blob	clean-room behavior rewrite; direct migration requires approval record
local-assets	ios/Xaman/Images.xcassets/Graphics/ImageCoinWallet.imageset/ImageCoinWallet@3x.png	Stellar modified derivative	76b01f96e7ebf0b0fb749abec7cfd14ee8d246af	68a59a572d48ef70fe30e535625b354d2ed3e67f	same path exists in audited Xaman commit with different blob	clean-room behavior rewrite; direct migration requires approval record
local-assets	ios/Xaman/Images.xcassets/Graphics/ImageCoinWalletLight.imageset/Contents.json	Xaman inherited	9d6967da859dac47b85ab363dc0df409446b6367	9d6967da859dac47b85ab363dc0df409446b6367	same path and same blob at audited commits	clean-room behavior rewrite; direct migration requires approval record
local-assets	ios/Xaman/Images.xcassets/Graphics/ImageCoinWalletLight.imageset/image_coin_wallet_light.png	Stellar modified derivative	86e520ee2ab24f8bec0999a54739656d211d7686	6c97f576415b0e125526b3fbd86f829a7350eaf3	same path exists in audited Xaman commit with different blob	clean-room behavior rewrite; direct migration requires approval record
local-assets	ios/Xaman/Images.xcassets/Graphics/ImageCoinWalletLight.imageset/image_coin_wallet_light@2x.png	Stellar modified derivative	5a8b8df45535bc6a98aa27d034cd424a5ef1c37d	a9da2f9f74cffae07a1dacf5e392b164f9a07bfa	same path exists in audited Xaman commit with different blob	clean-room behavior rewrite; direct migration requires approval record
local-assets	ios/Xaman/Images.xcassets/Graphics/ImageCoinWalletLight.imageset/image_coin_wallet_light@3x.png	Stellar modified derivative	294eeee3f3cc2d95b9893ac73f73c147b6487461	9efc173e9096e87fcb186a68afaae6fe0f008698	same path exists in audited Xaman commit with different blob	clean-room behavior rewrite; direct migration requires approval record
local-assets	ios/Xaman/Images.xcassets/Graphics/ImageComplete.imageset/Contents.json	Xaman inherited	27e23e851b94417464c0448ff4f1070b73979ceb	27e23e851b94417464c0448ff4f1070b73979ceb	same path and same blob at audited commits	clean-room behavior rewrite; direct migration requires approval record
local-assets	ios/Xaman/Images.xcassets/Graphics/ImageComplete.imageset/icon-complete.png	Stellar modified derivative	6aaf3aa129da280717939f85460d40cf29e284ef	6c97f576415b0e125526b3fbd86f829a7350eaf3	same path exists in audited Xaman commit with different blob	clean-room behavior rewrite; direct migration requires approval record
local-assets	ios/Xaman/Images.xcassets/Graphics/ImageComplete.imageset/icon-complete@2x.png	Stellar modified derivative	9902f5d48e3894dbeb70782d0011b0ef6011247b	a9da2f9f74cffae07a1dacf5e392b164f9a07bfa	same path exists in audited Xaman commit with different blob	clean-room behavior rewrite; direct migration requires approval record
local-assets	ios/Xaman/Images.xcassets/Graphics/ImageComplete.imageset/icon-complete@3x.png	Stellar modified derivative	1ee055f04b2e451add37e7ad4023439a1154343a	9efc173e9096e87fcb186a68afaae6fe0f008698	same path exists in audited Xaman commit with different blob	clean-room behavior rewrite; direct migration requires approval record
local-assets	ios/Xaman/Images.xcassets/Graphics/ImageCompleteLight.imageset/Contents.json	Xaman inherited	059c254544e9afe916b12156cc7c4892aa1d5dd7	059c254544e9afe916b12156cc7c4892aa1d5dd7	same path and same blob at audited commits	clean-room behavior rewrite; direct migration requires approval record
local-assets	ios/Xaman/Images.xcassets/Graphics/ImageCompleteLight.imageset/image_complete_light.png	Stellar modified derivative	ec44ccdaddab2afbe1ecd5096bfe0a84c4faca41	6c97f576415b0e125526b3fbd86f829a7350eaf3	same path exists in audited Xaman commit with different blob	clean-room behavior rewrite; direct migration requires approval record
local-assets	ios/Xaman/Images.xcassets/Graphics/ImageCompleteLight.imageset/image_complete_light@2x.png	Stellar modified derivative	07c55c775e6cf7f8509e111e5eddce78e0d1a30a	a9da2f9f74cffae07a1dacf5e392b164f9a07bfa	same path exists in audited Xaman commit with different blob	clean-room behavior rewrite; direct migration requires approval record
local-assets	ios/Xaman/Images.xcassets/Graphics/ImageCompleteLight.imageset/image_complete_light@3x.png	Stellar modified derivative	017b8eaf8578013844c28d3b44a6424e7e36bdbd	9efc173e9096e87fcb186a68afaae6fe0f008698	same path exists in audited Xaman commit with different blob	clean-room behavior rewrite; direct migration requires approval record
